id,source,text,sentiment,sarcasm
sr-00518,https://www.youtube.com/watch?v=T3eoijKZrNs,"Sećam se kada se pojavila serija. Bio sam jako srećan kada sam video da nisam jedini klinac koji gleda prenose Narodne skupštine. Inače, tada se pojavila i serija ""Srećni ljudi"", koja je bila narodna, a ova serija važila je za mix EKV+Partibrejkersi+Bajaga i instruktori. Da se muzički izrazim. :D",positive,yes
sr-00519,https://www.youtube.com/watch?v=T3eoijKZrNs,Katarinin monolog je nesto genijalno.,positive,no
sr-00520,https://www.youtube.com/watch?v=T3eoijKZrNs,Serija je fenomenalna! Hvala!,positive,no
sr-00521,https://www.youtube.com/watch?v=T3eoijKZrNs,"Bravo,serija,glumci sve...a toliko godina prodje",positive,yes
sr-00522,https://www.youtube.com/watch?v=T3eoijKZrNs,Neprevaziđena Vesna Trivalić ove današnje generacije glumaca da gledaju i da se uče.,neutral,no
sr-00523,https://www.youtube.com/watch?v=T3eoijKZrNs,Hvala Vam od srca. Izuzetna serija sa humorom koji nikada neće dosaditi.. Samo što ne znaju svi to da cene jer ne mogu taj humor da prepoznaju..,positive,no
sr-00524,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Gledam ga vec 6 put i nije mi se smucilo,positive,no
sr-00525,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Djumruk mu dodje ugljen. Eto znam strani jezik malo.,neutral,yes
sr-00526,https://www.youtube.com/watch?v=i_K0Z3jeZL0,12:05 rešenje je -pi/2 a ne samo pi/2.,neutral,yes
sr-00527,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Film mog detinjstva, a takođe sam zato upisala gimnaziju, a bila sam zaista razočarana što moj razred nije takav al' ajde",positive,no
sr-00528,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ja sam dete sa 9 godina i ovo mi je omiljen film a moje drugarice ni ne znaju za taj film,neutral,no
sr-00530,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Nikad neće biti sabrato ovoliko znastvenih Srba u nekom kulturnom ostvarenju,positive,no
sr-00533,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ja ovo gledam miliona puta!!!,positive,no
sr-00534,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Film je zapravo bogato producirana, tendenciozna i patetična laž.",negative,no
sr-00535,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"A onda je došao ,karadjordje,pašić,ranković,djilas,tito...Posle nikako da se oslobodimo komunista ,pa eto pokojnog Slobe, NVO ,domačih špijuna i naravno,pink,koji su nas odvojili od, tradicije ,istorije ,vrednosti,morala,kulture i lepote življenja.Film za 10.",positive,yes
sr-00536,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Predivni steeee ,haha sve mangup do mangupa .........",positive,no
sr-00538,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ovo je remek delo ni sam ne znam koliko puta sam ga gledao i svaki put kao da je prvi,positive,no
sr-00539,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ja sam odusevljena,positive,no
sr-00541,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Odlican film.Lepo receno i tacno. Samo veliko znanja i cestit rad ostavlja traga. Bez moralnosti ti nema ni temeljnog znanja ,a ni cestitog rada.Moralnost i lepota zivota se uce od malih nogu. Najveci covek prijatelj su zdrava porodica i ucitelji,nastavnici, profesori.",positive,no
sr-00542,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Prekrasan film Podsjeća me na priče mog pokojnog supruga o njegovim gimnazijskim danima Hvala!,positive,no
sr-00543,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ali osmica simbolizira beskonacnost,positive,yes
sr-00544,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Moj najdraži filmm!,neutral,no
sr-00545,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Od 1:37:41 do 1:38:19 scena da se naježiš.Film koji nikad neću prestat gledati,neutral,no
sr-00546,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ovde glumi Ivan Bosiijčić profesora muzičkog‍‍‍,neutral,no
sr-00547,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Isus je Put, Istina i Život",neutral,no
sr-00548,https://www.youtube.com/watch?v=i_K0Z3jeZL0,A jel izvuko on one ribe ili,neutral,yes
sr-00549,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Obe verzije ovog filma su odlicne bas kao i glumacke ekipe.,positive,no
sr-00550,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ti nepogresivi su najveci problem,negative,yes
sr-00553,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Prekrasna serija , divni glumci ,sa toliko kulture , obozavam ovu seriju ......",positive,no
sr-00554,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Nekada se pjevala serenade, a sada sere nada",negative,yes
sr-00555,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Mangupski film kao sto profesor kaze...ekipa glumaca je vrhunska da bi Holivud pozavidio .film VRHUNSKI a poenta je najbitnija ....POŠTOVANJE I OBRAZOVANJE,positive,no
sr-00556,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Imam 12 godina a ovo mi je omiljeni film moj čitav razred ga je odgledao nisu sve nove generacije toliko neobrazovane.,positive,no
sr-00557,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Kakav glumac, neprevazidjeni talenat i umetnik svog života.",positive,no
sr-00558,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Mladici ce povjerovati da im stvarno netko radi o glavi,negative,yes
sr-00559,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Lepo, ali to je davno prošlo vreme koje se nikada neće vratiti. Treba živeti neke vrednosti danas u današnjim uslovima.",neutral,no
sr-00560,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Neki su pjesnici, a neki su sretni",neutral,yes
sr-00561,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Nije lako zaljubiti se u ministarsku kcer,neutral,yes
sr-00562,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ko gleda u 2024?,neutral,no
sr-00563,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Ja sam 2012 godište i ovo gledam šesti put u godini dana i preporučujem svima da gledaju ovaj film, niko neće zažaliti",positive,no
sr-00564,https://www.youtube.com/watch?v=i_K0Z3jeZL0,ovo je najboji film,neutral,no
sr-00565,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Bravo Za profesora, divnih glumaca koji su odglumili ovu divnu istorijsku generaciju. Smešna, simpatična, lepa sko 10 puta sam to gledala i uvek je zanimljivo. Bravo momci sada već popularni glumci... Naravno još uvek mladi",positive,yes
sr-00566,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Simpatičan film, ali su Ivkova slava ili Zone Zamfirova viši nivo. Cijenim vašu kinematografiju, daleko ste ispred nas, mi smo stali na Tko pjeva zlo ne misli i očito ćemo tu i ostati.",positive,no
sr-00567,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Koja kultura ,prvo znanje Francuskog jezika drugo prekrasni momci glasom i stasom.....",positive,no
sr-00568,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Znaj cijeli svijete da diplomirao sam gimnaziju danas, i da su mi oči pune suza od ovog filma",neutral,no
sr-00570,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"jedan od nasih najboljih filmova, svaka cast!",positive,no
sr-00571,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Prelepo, Priča vremena prošlog, Nekada priče iskrene ljubavi behu u, Osmehu, pogledu, dodiru i migu očiju, Beše nekad.......",positive,no
sr-00572,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ovo film za ljude sa manjim iq ?,negative,yes
sr-00574,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Demonstration, kako to politicki zvuci",neutral,no
sr-00575,https://www.youtube.com/watch?v=i_K0Z3jeZL0,ja sam e u jednom trenutku rasplakala predobar film\serija,positive,no
sr-00577,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Ovakvih filmova danas ne snimaju..jer je za danasnje vreme popularno gledati svaku izopacenost, nasilje, pornografiju i dr gadosti...a ovakve prelepe osobine casti, vaspitanje porodicno i zajednicka podrska medju drugovima i prijateljima, pa cak i nevini nestasluci vise ne postoje...",positive,yes
sr-00578,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Kad Gledam Ovaj Film Uvek Se Rasplacem Na Kraju Dobar Film Za Sve Generacije,positive,no
sr-00581,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ovo mogu da gledam 1000 puta neće mi dosaditi,positive,no
sr-00582,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Da su nas ovako slali u cosak mozda nam danas nebi bilo coskasto,positive,yes
sr-00583,https://www.youtube.com/watch?v=i_K0Z3jeZL0,ovaj je film za sva vremena,neutral,no
sr-00584,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Otužan prijevod, film vrhunski",neutral,no
sr-00585,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Meni je nahdraza ona scena u noci kada su milorad i ova devojka ljube na prozoru neznam sto mi je to omiljeno,neutral,no
sr-00586,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Kamo lepe srece ovako da razgovaraju danasnji djaci I profesori danas,positive,yes
sr-00588,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Moj najdraži film. Sve je predivno. Ne znam koliko puta sam ga odgledala i koliko cu jos puta. I uvijek sam jednako opcinjena.,positive,no
sr-00590,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ovo je najbolja serija.,positive,no
sr-00591,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Kako divno odlični glumci,positive,no
sr-00593,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Neko za vreme blokada, živeli studenti i bez predaje",positive,yes
sr-00594,https://www.youtube.com/watch?v=i_K0Z3jeZL0,samo što je rešenje trigonometrijske jednačine je - p/2 ne p/2,neutral,yes
sr-00595,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ovome je stalno u glavi neprijatelj,negative,yes
sr-00596,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"milina za gledanje, predivan film",positive,no
sr-00597,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Film i serija su remek djelo dragog nam reditelja Zdravka Sotre.Pozdrav od jedne bake,positive,no
sr-00598,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"5+,,dostojanstvo,postovanje,čast,znanje.....trebao bi biti u skolskim programima općeg obrazovanja u zemljama regije!!!",positive,no
sr-00599,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Moj najdraži film,positive,no
sr-00601,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"A sad usporedite Srbiju od 1990.na ovamo, zadnje godine pogotovo - od potomaka ovih dragulja nema nikoga, kao ni potomaka solunskih boraca.",positive,yes
sr-00602,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"I nama su pricali da neke stvari moramo znati, pa sada vise ne moramo znati. Dapace",negative,yes
sr-00603,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Koji glumac prica na pocetku filma. ..poznat mi glas ,a ne mogu odgonetnuti",neutral,no
sr-00604,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Ništa posebno, izvikano. Ovi što pljuju današnje sve, neka krenu od sebe i svoje dece. A ja kao profesor imam dobro iskustvo. Ali nisu biseri za blato. I jadna omladina sa takvim terorom starijih.",negative,yes
sr-00605,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Tada je država bila Sila. A sada je ništa i predsednik je ništa.,negative,no
sr-00608,https://www.youtube.com/watch?v=i_K0Z3jeZL0,ako ona scena kad je ušao sa frakom i cilindrom nije improvizirana...nemre se takav smijeh odglumit....hahahaha,positive,yes
sr-00610,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Moj najdrazi Film,neutral,no
sr-00613,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ovaj gospodin direktor lici na Rasputina boze sacuvaj bas je creepy,negative,yes
sr-00614,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Pametni mladici su kaznili pedanteriju,negative,yes
sr-00615,https://www.youtube.com/watch?v=i_K0Z3jeZL0,ja gledam ovaj film svaki dan i nikad mi nije dosadno,negative,no
sr-00616,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Čuješ li ovo Švabo neće ti ovaj oteti Zemun, ja ću",neutral,yes
sr-00618,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Siler I gde su bili mozda dvije rijetke velicine koje su se voljele...,neutral,no
sr-00619,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Fantastičan film - serija,positive,no
sr-00621,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Kako je lijepo vidjeti kad se snimi lijep film bez golotinje, gluparija i ostalih sranja , nije bitno tko je tko glavno da si čovjek , sve pohvale za film top je",positive,no
sr-00622,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Obozavam ovaj film,positive,no
sr-00623,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Direktore je vise zanimala vlast nego ucenici,negative,yes
sr-00624,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Slučajno se pustio na YouTubeu ovaj film, odgledao sam ga od početka do kraja. Fantastičan film, humor je na nivou, podsetio sam se i školskih dana.",positive,no
sr-00625,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Trebali bi ga cesto prikazivat u Skolama. Da djeca nauce osnovno ponasanje i postovanje.,positive,no
sr-00626,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ja kad pogledam ovaj film mi dan bude bolji,positive,no
sr-00629,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Jako poucan i predivan film, sto puta ga mogu gledati. Wredan pamćenja i gledanja.",positive,no
sr-00630,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Najbolji film, bravo za sve koji su učestvovali u glumi i reziranju ovog filma",positive,no
sr-00631,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"Nekada su deca imala prave uzore. Danas su to Lukas i Karleusa. Imamo prelep jezik, danas ga mladi ne govore. Sada je tebra, gilje, bleja... Udjes u prodavnicu nazoves boga, ili dobar dan, gledaju te kao da si sa Marsa pao.",negative,yes
sr-00633,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Na kraju zamalo da sam zaplako,positive,no
sr-00636,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Od svih cvijica Jovan je bio najveci,positive,no
sr-00638,https://www.youtube.com/watch?v=i_K0Z3jeZL0,"joj ovog bikovica,ko lutka je",positive,no
sr-00641,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Kako bi zivot bio lep da je više Prof. Vujica i njegovih mangupa na ovoj planeti,positive,no
sr-00642,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Ovaj film je snimljen po istinitom događaju iz 19 veka a današnja generacije ništa ne zna jadno je što je 21 vek danas studenti gledaju kako da blokiraju u mesto da uče,negative,no
sr-00643,https://www.youtube.com/watch?v=i_K0Z3jeZL0,Onaj kaze vas 4 bicete zapisani a gde u istoriji a najace oni su stvaraoci istorije,neutral,yes
sr-00646,https://www.youtube.com/watch?v=t1Jzut6esII,"Ne razumem, zašto je kraj filma tako nerealan",neutral,yes
sr-00647,https://www.youtube.com/watch?v=t1Jzut6esII,Sve mi se čini da će ovo biti mjuzikl umesto filma,negative,yes
sr-00652,https://www.youtube.com/watch?v=t1Jzut6esII,Kraj me razočarao iskreno,negative,no
sr-00655,https://www.youtube.com/watch?v=t1Jzut6esII,"A gdje se moze Film gledati? Amazone ,Netlix? Super ste",positive,yes
sr-00659,https://www.youtube.com/watch?v=t1Jzut6esII,*Najgori film u poslednjih 100 godina*,negative,no
sr-00660,https://www.youtube.com/watch?v=t1Jzut6esII,"Pa i ne uliva mi previše poverenje trejler. Prva sezona je bila koliko toliko realistična. Mafija, Italija, tenderi, služba. Ovo mi sad deluje kao Holivudsko preterivajje u stilu Ramba i Umri muški filmova i nekih trulih fora koje mogu da kupe klinci iz osnovne škole jedino. Realno klincima samo daj pucnjave i loženje i biće zadovoljni. Znam da je ovo film ali se serija nadovezuje...",negative,no
sr-00661,https://www.youtube.com/watch?v=t1Jzut6esII,Znaci odma ste upropastili sve al ajde,negative,no
sr-00663,https://www.youtube.com/watch?v=t1Jzut6esII,"Prepun glupih i dosadnih scena, ocjena 6/10....",negative,no
sr-00665,https://www.youtube.com/watch?v=t1Jzut6esII,"Sram Vas bilo! Evakuisete ljude posle 30 minuta projekcije sa premijere u Ada Mallu, doslovno ih izbacite napolje, ne obavestite da ce se premijera nastaviti ubrzo i celokupnu pricu oko pozara iskulirate i dovedete glumce da im tapse 15 ljudi u sali! Svaka cast, mnogi nisu to ocekivali!",negative,yes
sr-00670,https://www.youtube.com/watch?v=t1Jzut6esII,Jedno pitanje da li je to film ili je to kao prvi put 3 epizode prve sezone pa sad opet 3 epizode druge sezone?,neutral,no
sr-00671,https://www.youtube.com/watch?v=t1Jzut6esII,Pogledao film ima 2 mj. predobar je....,neutral,no
sr-00672,https://www.youtube.com/watch?v=t1Jzut6esII,"Ne mogu tu seka persa ekipicu da shvatim i gledam ozbiljno kao neke ""opasne"" likove. Previse mi je smesno ovo. :D",negative,yes
sr-00673,https://www.youtube.com/watch?v=t1Jzut6esII,Ovo ce da ide viral van Srbije,positive,no
sr-00679,https://www.youtube.com/watch?v=t1Jzut6esII,Ako je ko gledo u nek kaze koju informaciju,neutral,no
sr-00680,https://www.youtube.com/watch?v=t1Jzut6esII,"Ja ne znam kako ljudi mogu gledati ovaj film i uživati u njemu. Em je scenarij napisan kao da ga je napisao klinac od 12 godina, em je gluma na razini predstava u osnovnim školama, em je režija zaboravljiva i vizualno nezanimljiva, a o groznoj glazbi da i ne pričam. Kombinacija nepotrebne amerikanizacije srpske kinematografije i glorifikiacije kriminala, a dobiva pažnju i popularnost veću od onih koju imaju neki stvarno kvalitetni srpski filmovi i serije.",negative,no
sr-00681,https://www.youtube.com/watch?v=t1Jzut6esII,Meni je najjace svadjanje u chetu hhahaha,neutral,yes
sr-00689,https://www.youtube.com/watch?v=t1Jzut6esII,"Ovo za ovu đecu film,da se malo igraju kriminalaca.Bravo majstori pii",negative,yes
sr-00692,https://www.youtube.com/watch?v=t1Jzut6esII,"trejler pola filma spojlovao, druga stvar radnja je nikakva kao 1 epizoda serije, ocekivan kraj i uvod i seriju. film 5 od 10",negative,no
sr-00696,https://www.youtube.com/watch?v=t1Jzut6esII,Promocija kriminala brzog i kratkog zivota.,negative,no
sr-00697,https://www.youtube.com/watch?v=t1Jzut6esII,kako da gledam nema bioskopa u mom selu,negative,no
sr-00698,https://www.youtube.com/watch?v=t1Jzut6esII,"Hahaha meni ovo liči na Janes Bonda, malo su se preigrali sa ovim filmom",negative,yes
sr-00699,https://www.youtube.com/watch?v=t1Jzut6esII,"Jedna od rijetkih serija/filmova koju su pokvarile glavne uloge, mada i pored katastrofalne glume i ovog drugog opet je dobra. Kad bi se nekako mogli isijeći svi dijelovi u kojima se oni pojavljuju bilo bi top, jer su sve ""sporedne"" uloge vrhunski odradile posao sa antologijskim scenama, a ova dvojica su odglumila opasne kriminalce isto dva Micky mausa ...",negative,yes
sr-00703,https://www.youtube.com/watch?v=t1Jzut6esII,"90% sirotinje ovo gleda, 9% ovo živi, 1% ovo kontroliše! Jedno je odgledati film/seriju radi razonode, a drugo je željeti živjeti takav život, a jedina je istina kako trenutno sada živite. Mnogi ljudi su podsvjesno/indirektno upropašteni, jer je filmska industrija utjecala na njihove umove. Nemate dinar u džepu, a propadate duhovno u želji kako da steknete za skupog bmw-a. Pogledajte samo koliko turske serije imaju utjecaja na mlade djevojke, hoćete li da vas lažem? - Znate i sami. Ne kažem da je loše biti imućan, već je loše što se ta vrijednost oduvijek vrednuje, a ne ostale vrijednosti. Koliko je društvo upropašteno, dovoljno vam govori to što se nemoralne pjesme slušaju, gledaju nemoralni filmovi, serije, itd. Vi zapravo još niste shvatili ili ne želite da shvatite, da preko virtuelnog svijeta oni sa vama upravljaju! Morate da imate dobre patike, mnogo para, markiranu odjeću, dobra auta, dobar stan itd. A o storijima da i ne govorim, šta ste radili, gdje ste bili, šta ste jeli/pili. Veoma čudan svijet, u kojem će iskrenost, ljubav, ono iskonski što je u nama - brzo da iščezne. Sve se vrti oko moći i novca, a oni koji su sve ovo napravili nije im to ništa u cilju kao što je 'kontrola'. Kada osjetite ili doživite ovo o čemu sam vam govorio, sjetit ćete se mene. Srdačno vas pozdravljam, hvala!",negative,yes
sr-00705,https://www.youtube.com/watch?v=t1Jzut6esII,Najgori domaći film svih vremena.,negative,no
sr-00707,https://www.youtube.com/watch?v=t1Jzut6esII,"Drugi put gledam drugi film i stvarno prvi se film može gledati iz nova više puta te svaka čast svima, ali ovaj drugi je kritičnog scenarija.. ne znam zašto su išli u smjeru toga da se sve svodi na spašavanje lika iz prvog filma koji nije ostavio nikakav osobit trag da bi se nešto očekivalo od njega u nastavku.",negative,no
sr-00712,https://www.youtube.com/watch?v=t1Jzut6esII,Jaoooo živim u USA I nemogu nigde da nađem ovaj film da se gleda!,neutral,no
sr-00714,https://www.youtube.com/watch?v=t1Jzut6esII,Sad kad se kidare dignu po gradu,negative,yes
sr-00718,https://www.youtube.com/watch?v=t1Jzut6esII,Ehh sta ti je zivot.. nekad Brazilu cepao mreze a sad krade automobile.. Jedna prosecna prica fudbalera u drzavi xd,negative,yes
sr-00719,https://www.youtube.com/watch?v=t1Jzut6esII,Gdje mogu gledati ljudi film ako mi mozete reci molim vas,neutral,no
sr-00722,https://www.youtube.com/watch?v=t1Jzut6esII,"Stoji da je prvi film za klasu bolji, ali ne možete da mi kažete da drugi ne valja.",neutral,no
sr-00727,https://www.youtube.com/watch?v=t1Jzut6esII,totalno razočaranje u odnosu na prethodni dio,negative,no
sr-00731,https://www.youtube.com/watch?v=t1Jzut6esII,Ja ne znam zasto se ovo prije nije desilo balkanskoj sceni. Apsoultni vrh i profesionalnost. Film je bio odlican kakavog sam ga i ocekivala. Sa puno napetosti i smjesnih trenutaka i izvala. Kao i serija i prvi film ODLIČNO. Cijeli film sam odgledala u jednom dahu i bila sam toliko sretna jer su se vratili. Nadam se da ova suradnja nikada nece prestati jer ovo je nesto predobro i treba opstati. Odlicna pohvala za sve sve sve nema niti jedne mane i jedva cekamo da izade serija. Pozzz,positive,no
sr-00735,https://www.youtube.com/watch?v=t1Jzut6esII,Kad izlazi film na RTS,neutral,no
sr-00738,https://www.youtube.com/watch?v=t1Jzut6esII,Film top al fale Crnogorci u filmu bilo bi uzbudljivije jos,positive,yes
sr-00740,https://www.youtube.com/watch?v=t1Jzut6esII,Da li neko zna koji je put na kome voze dva BMW-a na početku?,neutral,no
sr-00741,https://www.youtube.com/watch?v=t1Jzut6esII,Prvi deo super a drugi deo opasno razocaranje,negative,no
sr-00743,https://www.youtube.com/watch?v=t1Jzut6esII,Osedeo sam čekajući,negative,yes
sr-00745,https://www.youtube.com/watch?v=t1Jzut6esII,Moglo je to i bolje,negative,no
sr-00755,https://www.youtube.com/watch?v=t1Jzut6esII,kad odete na projekciju ovog filma i odgledate ga smatrajte da ste FILMSKI RETARDIRANI !!,negative,yes
sr-00759,https://www.youtube.com/watch?v=t1Jzut6esII,A gde je ono kada kupuju jelku,neutral,no
sr-00760,https://www.youtube.com/watch?v=t1Jzut6esII,ivo andonov doktor...mogli su da stave da glumi nekog takvog...,negative,yes
sr-00764,https://www.youtube.com/watch?v=t1Jzut6esII,"Ja sam u šoku posle samo kraja ovog filma....Da li je moguće da se ovako završava i nastavlja dalje? A sta ce biti dalje, to je pitanje?",negative,no
sr-00765,https://www.youtube.com/watch?v=t1Jzut6esII,sta profesor kosta vujic radi u kriminalnom filmu,negative,yes
sr-00772,https://www.youtube.com/watch?v=t1Jzut6esII,Na zadnju scenu sam se najezio,positive,no
sr-00775,https://www.youtube.com/watch?v=t1Jzut6esII,Najgori film na pola sam izašo nisam mogo da izdržim do kraja koliko je glupo uradjen...,negative,no
sr-00776,https://www.youtube.com/watch?v=t1Jzut6esII,film je odlican cista 10,positive,no
sr-00778,https://www.youtube.com/watch?v=t1Jzut6esII,Malo mi smesno sto prikazuju kriminalni vrh u Srbiji a ispalo da su Velja Nevolja i realni kriminal 600 puta gori.,negative,yes
sr-00779,https://www.youtube.com/watch?v=t1Jzut6esII,Naježila sam se kol'ko je dobro,neutral,no
sr-00780,https://www.youtube.com/watch?v=t1Jzut6esII,Ne znam da li sam previse ocekivao od filma ili sta vec. Upravo sam se vratio iz bioskopa i mogu vam reci da nikad u zivotu nisam zazalio za potrosenim parama i vremenom kao danas,negative,no
sr-00783,https://www.youtube.com/watch?v=t1Jzut6esII,"svi furaju versace jeans ,nema se za versace malo skuplji XD",neutral,yes
sr-00788,https://www.youtube.com/watch?v=t1Jzut6esII,Gledo sam film je fantazija,neutral,no
sr-00791,https://www.youtube.com/watch?v=t1Jzut6esII,film prosjek nista spec,neutral,no
sr-00794,https://www.youtube.com/watch?v=t1Jzut6esII,"Eto, da se klinci izgasiraju još malo",negative,yes
sr-00801,https://www.youtube.com/watch?v=t1Jzut6esII,Ništa od ovoga se ne bi desilo da nije otišao da kupi napolitanke,negative,yes
sr-00804,https://www.youtube.com/watch?v=t1Jzut6esII,Tako je braćo srbi ima i holivud da nam zavidi,neutral,yes
sr-00805,https://www.youtube.com/watch?v=t1Jzut6esII,Zasto nema da se kupi online ?,neutral,no
sr-00806,https://www.youtube.com/watch?v=t1Jzut6esII,kakva tragedija. pa jos i drugi deo snimaju,negative,yes
sr-00808,https://www.youtube.com/watch?v=t1Jzut6esII,"Upravo sam pogledao film, blago razocarenje, koliko prica, cekanja i na kraju, uzas..",negative,no
sr-00810,https://www.youtube.com/watch?v=t1Jzut6esII,"Loše ...ali baš loše odradjeno...scenario za malu djecu, a gluma preko one stvari odradjena...u odnosu na prvi dio, nebo i zemlja...",negative,no
sr-00811,https://www.youtube.com/watch?v=t1Jzut6esII,"Ajmo sad svi lepo u kriminal, vidite kako je super. Koja je sira poenta filma osim pumpanja klinaca da krenu tim putem?",negative,yes
sr-00813,https://www.youtube.com/watch?v=t1Jzut6esII,Nema veze sa mozgom niti prvim delom. Ovo je uzas,negative,no
sr-00816,https://www.youtube.com/watch?v=t1Jzut6esII,Film je jedna katastrofa u odnosu na prvi dio,negative,no
sr-00818,https://www.youtube.com/watch?v=t1Jzut6esII,Srbija ostala u 90tima jos brije na zemunce... Hahahaha joj kakav narod... A 90 posto za kikiriki nema,negative,yes
sr-00820,https://www.youtube.com/watch?v=t1Jzut6esII,Tragedija od filma,negative,no
sr-00823,https://www.youtube.com/watch?v=t1Jzut6esII,Ludilo u najavi,neutral,no
